mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
-411.35178,188.39142,74.085236,0.0476238,-1.5267588,21.40837,21.525938,6.4031224,5.125663,16.625093,17.45267,3.5645397,-4.958643,1.8027766,9.396295,4.542314,-4.537639,-3.8816109,3.7777534,5.6274376,normal
-401.35236,193.87334,41.430584,-38.386772,-10.850935,36.08386,30.42289,-2.8725603,-8.849119,11.304705,18.722633,5.0788183,-2.9615388,5.7260246,12.099713,3.9486554,-4.6680684,-0.057158206,8.9311695,8.135355,normal
-442.90167,217.55063,52.92964,-30.156162,0.57063705,45.61866,32.025463,-5.928592,-9.967294,11.804487,15.880899,-1.2378412,-7.4999323,5.2491636,12.124699,1.6070515,-7.447751,-1.1145976,7.792329,4.669115,normal
-425.28696,170.61404,73.274414,10.006594,8.313622,26.3972,22.426455,3.8354905,-0.47155488,11.242484,16.0404,5.055348,-5.460309,-2.3507032,5.659615,5.102606,-1.1526424,-1.6703943,3.6878588,4.916736,normal
-503.1742,242.23369,51.105526,-41.52305,-1.9806887,48.93017,28.29206,-17.034546,-17.370989,11.632042,14.519514,-9.299851,-16.765287,1.8973756,14.233828,4.9155006,-4.197694,2.548346,10.227193,4.137714,normal
-404.20517,193.83418,70.87891,-4.518579,-1.3776304,22.98111,18.302713,-1.1141078,-0.26180026,17.016422,20.305906,3.5700014,-8.833133,-2.9408002,6.5008907,3.846182,-3.9798317,-3.0147865,4.488173,6.389449,normal
-400.6091,243.8235,78.94015,-19.63942,-12.677208,20.139206,12.095098,-14.776058,-12.759672,11.297199,17.028526,-1.2689973,-12.358022,-2.2258427,8.621648,3.766814,-4.9607477,-2.324727,5.234354,4.088493,normal
-376.42865,205.8326,73.88123,-6.239641,-0.86002785,26.562332,19.233068,-7.2573576,-11.317113,7.200125,16.470345,6.4472747,-1.8834262,4.2637033,11.308046,5.897324,-3.5737944,-3.376946,3.4519606,4.798345,normal
-457.60617,173.49654,62.448044,-4.215333,2.9995887,30.122581,26.975723,5.418864,1.4040554,15.65734,20.32034,6.758598,-4.710067,-0.5063057,7.434561,5.3548613,-0.40740225,2.428916,9.958321,9.291852,normal
-379.97324,164.40433,65.38605,1.9341975,0.9444512,19.141975,15.936698,1.1715685,2.5035527,17.013138,19.71526,5.0851984,-6.6628346,-2.7069945,5.5387836,4.165352,-2.2908604,-2.051035,3.724183,4.8197756,normal
-381.81772,238.82346,46.24017,-53.103825,-18.696266,38.223526,29.79155,-10.578452,-15.379289,10.789037,18.671268,0.06514102,-10.11436,1.5433661,10.793843,2.544243,-6.749996,-2.079593,6.016575,3.6036203,normal
-362.3523,180.82141,67.45938,-3.1436589,0.54223204,26.76642,24.871643,4.1790395,-0.38035834,13.599571,19.65894,7.844474,-3.628822,-0.88387316,6.202296,4.3198004,-1.9399077,-1.0050249,5.320877,6.1884303,normal
-369.10013,139.88104,63.072,11.602553,8.1182575,23.56285,25.170696,13.320068,7.231818,11.612388,13.592758,6.319723,-0.88872385,1.2821479,7.865313,8.700243,3.818362,1.2268827,3.4320362,4.810795,normal
-462.3604,173.1511,45.27803,-22.607582,-1.6040492,35.47257,29.933842,3.578058,0.99167,17.923243,20.102272,3.1609998,-5.7835855,4.0746946,13.304082,7.860032,-0.3635964,2.2302785,8.469547,5.7318397,normal
-424.44302,206.42143,44.108723,-36.99119,-4.403486,42.520473,30.035452,-7.4842744,-10.64618,12.6068125,17.7201,0.5429644,-6.4347534,5.7591476,12.6458845,2.5180988,-6.2591133,-0.15598424,8.061962,4.346428,normal
-373.10352,186.67374,63.51284,-12.757621,-7.97551,21.902822,22.262514,2.4249895,-1.3376269,13.269464,19.181429,7.1220646,-3.603947,0.5242772,8.249163,5.7362885,-1.6973877,-1.5925254,4.671191,6.240247,normal
-415.8234,181.13411,68.62002,-0.513167,3.8577523,29.418951,26.092543,3.3306515,-3.6261632,9.117081,16.07581,6.2631917,-3.7389348,-0.3489202,7.2451925,5.6973305,-1.2546276,-1.9041706,3.5169864,5.0575686,normal
-397.19995,196.62589,67.91906,-11.984337,-8.618913,19.24236,17.102505,-2.2756448,-2.0790272,15.491998,19.896082,4.107951,-8.2448015,-2.9362228,6.3690815,4.6430144,-1.8801954,-0.49791136,6.0915356,6.502013,normal
-366.91174,168.32422,58.251297,-6.273205,3.9849741,33.672832,30.856789,7.038961,0.19019517,13.749894,20.181925,8.326904,-3.4645228,-0.33108068,8.002728,6.8249683,-0.7094811,-2.2893972,2.9557433,5.6357484,normal
-443.29556,149.97684,62.00578,8.171742,12.218169,32.30546,28.528389,9.536789,4.395034,15.10848,19.181423,7.564953,-3.9592454,-1.900584,5.9440594,6.245918,0.8786104,0.39987502,5.148786,5.8004208,normal
-382.90643,185.73767,75.09358,2.8206654,1.6301545,25.568611,25.905167,7.4265666,0.8475265,10.440691,14.506116,4.2725034,-4.887535,-1.2552708,5.9053574,4.1788516,-2.4254942,-2.7569506,2.4937768,3.5771725,normal
-418.5745,217.2836,52.45546,-33.220062,-6.0283103,38.26224,26.948957,-8.8824005,-12.305648,10.025755,15.3770075,-1.234955,-8.8816185,2.339237,9.958758,1.6889917,-6.7368298,-1.9947885,6.36332,5.7182775,normal
-377.92206,152.0732,66.883705,10.102874,7.9219565,26.1215,26.195765,10.285892,3.0249786,10.221839,15.296205,8.8152685,1.0808694,2.6921837,8.253915,7.4525657,2.0016599,1.1150823,5.4973564,6.768168,normal
-451.28055,203.83888,44.258965,-35.012016,-2.0900795,45.50675,35.331326,0.35438088,-2.126772,19.688068,22.321125,2.569719,-6.3283625,5.389273,13.336986,4.46517,-4.620475,-0.37411526,6.4849625,3.345013,normal
-413.8743,191.99481,72.87695,-2.3576972,-0.25030074,26.239708,24.776772,4.4152956,0.25292408,14.054415,18.826235,5.5701756,-5.936861,-1.8112639,6.3872147,4.2329664,-2.8497663,-1.9016765,5.289746,6.8246226,normal
-401.0299,231.25316,46.07088,-50.956425,-20.519295,29.927063,18.54814,-18.173338,-15.676775,15.382738,22.290207,-1.1347038,-14.99046,-2.922418,9.194579,2.6537807,-7.3400054,-3.6505573,5.2684574,4.6456237,normal
-408.24054,166.42044,56.320263,-6.5875497,5.346904,34.38294,29.223461,4.203629,-1.9301618,12.209788,17.999697,6.0587287,-3.8022766,1.5370705,9.921455,7.5876117,0.7563648,1.7417397,7.4574313,6.193355,normal
-422.4725,192.01472,45.964325,-30.526283,-4.227684,39.919346,32.33079,-1.9258128,-8.013454,12.719503,19.706953,3.1526546,-8.069757,1.3558093,12.5382805,8.148023,-1.8180051,-1.6663187,4.667106,4.836845,normal
-384.39078,159.91887,50.75745,-8.737282,7.2438617,37.98903,32.239616,6.7971835,1.3685461,16.101244,21.788294,9.877053,0.071566656,4.04445,9.62635,5.2826953,-1.4224854,0.49955904,6.6878743,6.40669,normal
-391.54648,177.41467,66.43675,-2.9521363,-0.40372482,24.351326,23.93828,7.5661497,5.6999025,17.155947,17.679728,3.05083,-5.969613,1.2984,10.337976,6.8395505,-1.9918474,-2.0354605,5.144018,7.328403,normal
-392.46005,181.48833,69.71102,0.11711528,2.3881772,26.151274,23.939993,5.12668,1.5373163,13.807062,17.124445,4.259128,-5.9266815,-1.2608768,6.562735,3.9443803,-3.5938332,-3.446948,2.9542418,4.3808684,normal
-388.9047,201.25166,59.543568,-21.57421,-6.5791526,31.527044,28.694302,2.48964,-1.8725479,14.252743,17.31192,1.1762894,-8.098167,1.2522756,10.643804,5.237306,-3.7745004,-1.5560588,6.2336826,5.95529,normal
-382.32965,163.11072,63.88879,2.4610667,6.3572726,28.954346,24.287249,1.2842249,-5.9299703,7.1684513,15.381166,6.1361704,-4.962258,-2.5303624,6.1139503,6.2608805,-0.9230035,-3.4224584,1.1299604,3.5628912,normal
-479.3861,192.43082,60.20166,-12.116676,4.4046526,38.733845,31.720505,3.2246392,-1.2405249,16.517776,21.304087,4.8723373,-6.9762826,-0.111268386,9.082657,5.3853555,-1.8287333,1.1209842,8.3365135,6.393676,normal
-408.51,165.96649,48.918232,-11.987084,8.210788,40.855785,32.39388,4.7562814,0.55155116,16.144243,18.700989,2.3822668,-8.089549,-0.7424729,8.55678,6.1708593,0.33325642,2.4698372,7.737726,5.9010077,normal
-405.59924,196.63263,63.611652,-15.428376,-4.7120347,31.079521,30.627798,5.8532953,-1.0937773,13.072236,18.489292,5.2715883,-5.1529946,1.1305983,10.412878,7.415751,-0.9806476,-0.71414083,5.889069,6.455377,normal
-423.9654,195.77855,59.626717,-15.67293,0.68751574,35.74808,27.474936,-3.608552,-8.875212,11.223633,19.396143,4.6418924,-7.2152686,0.02634497,10.487992,7.0173244,-2.2739873,-1.8799512,5.1061854,5.2651277,normal
-456.18518,199.05592,71.101845,-4.8361793,2.3877635,29.758974,22.817495,-1.4104922,-2.6904132,15.452191,19.338448,1.7739934,-11.1882305,-4.5035973,6.004684,3.7027922,-3.837795,-2.1171408,5.5715446,6.215394,normal
-474.25784,228.98119,61.609486,-28.349045,-5.5185533,35.314198,21.69352,-14.635743,-16.348558,8.529333,14.691129,-3.263198,-11.660449,1.2473902,11.029269,2.8364778,-6.5620465,-1.4975152,7.2377505,4.357066,normal
-405.09018,176.9474,71.591064,3.9520776,3.6685636,24.426308,20.138264,-0.6378579,-5.3034525,8.712501,16.077452,6.1652155,-4.0900393,-0.3939943,8.311372,7.77444,0.8862138,-0.26619995,4.813236,6.000743,normal
-359.8883,176.10754,67.29102,1.5072322,6.471457,32.00606,29.552317,8.05509,1.4034891,12.909087,18.09779,7.1841373,-3.2467425,-0.0054574544,7.7971044,6.844638,0.09525741,-1.4284272,2.8889613,4.658376,normal
-504.99753,248.43593,56.099697,-40.968124,-5.58065,45.137924,26.587513,-18.098642,-18.801453,12.104332,18.599348,-4.387504,-15.050692,0.34873766,12.262127,3.4421632,-6.651383,-0.93209076,7.930594,3.8661194,normal
-386.95908,170.78375,67.143654,2.8897893,5.191862,25.711685,20.25372,0.6284829,-0.88371754,14.733565,20.325026,7.3734136,-4.4424148,-0.89953554,7.340326,5.797503,-1.3443602,-1.6534096,4.2369714,5.539082,normal
-435.99615,185.81888,51.96528,-21.3184,-3.069218,32.277534,23.424025,-7.235293,-11.35507,8.8562,16.1371,1.2806374,-9.460665,-1.5095285,8.782563,5.929121,-1.3773199,0.2860963,6.311969,5.09506,normal
-443.31516,188.36295,69.421844,-2.881809,2.471212,28.43347,23.296696,1.1856011,-0.326956,17.013132,21.833078,5.738616,-7.460679,-2.185294,7.855392,6.0385523,-1.719863,-0.9478359,6.6115994,8.029339,normal
-401.00055,148.11098,63.468014,8.175345,7.740535,26.86889,27.139975,11.802109,5.8569517,13.997968,18.436718,9.968729,0.266063,1.0559158,7.1298637,7.615741,3.2266285,2.2058675,5.267846,5.4296837,normal
-432.77182,169.65442,66.93361,2.4071271,4.879113,28.100061,26.286661,7.2363553,1.9072084,12.448389,15.587681,3.4086766,-6.6973686,-2.3469653,6.00911,4.799615,-1.6355844,-1.2362417,5.1018224,6.460811,normal
-375.17297,233.2828,79.78966,-16.007812,-12.06939,22.754147,21.777136,-3.526089,-9.170536,7.767095,15.38391,3.0168695,-7.3549814,-1.5266657,6.9649773,3.6129699,-4.20081,-3.2124357,3.1765153,3.0075052,normal
-355.35672,211.40067,61.927464,-25.481441,-13.499614,23.29332,20.251547,-4.119933,-5.1474667,13.481665,17.021265,0.23595269,-9.90379,-1.576975,7.096226,2.0902355,-5.948055,-3.752068,2.9742239,2.405708,normal
-419.08557,185.33011,47.378445,-24.21432,0.30040795,39.9936,30.784863,-1.8688747,-6.331836,14.495617,21.378174,5.430063,-6.030874,0.95258117,9.2122965,4.412657,-3.117937,-0.48213017,5.9587526,4.378991,normal
-471.144,251.01729,51.086006,-45.650364,-4.8193064,48.142696,28.521675,-14.900727,-12.422542,17.901,20.876583,-1.8228929,-8.37337,7.120565,12.674061,-1.3205146,-9.848552,-0.33280692,8.812178,3.4712443,normal
-322.6223,183.76656,67.562225,-4.6844683,-1.8374994,23.278454,21.243383,2.8913434,1.6830571,16.955822,21.621096,8.207041,-2.9852397,1.0512978,8.259531,4.7170324,-3.768257,-4.11134,2.77285,5.828017,normal
-343.37286,160.51897,73.254654,13.715824,8.163217,22.612165,19.893349,3.8382483,-0.8261375,9.609813,16.101429,8.711554,-0.51364774,1.0268152,8.099314,8.728383,3.1787512,1.1025075,4.859401,6.83095,normal
-405.72192,185.84592,60.576187,-11.719503,-1.074033,28.747725,23.41578,0.06051404,-0.7191594,18.449057,23.93382,7.382186,-6.1630898,-1.1191587,8.320459,6.0290685,-1.6454904,-1.2018205,4.9043117,5.1742864,normal
-403.85025,181.5292,76.94708,7.0588603,2.4058704,20.674076,17.68873,-0.47899842,-4.487594,8.333702,15.14743,6.305204,-2.853354,0.42179272,7.708661,6.316283,-0.21784763,-0.4315052,5.277424,6.4949336,normal
-339.55078,201.2473,63.42361,-19.119652,-9.470216,25.812351,24.076672,-1.7149768,-8.070555,8.154561,16.391981,6.232226,-2.0149622,4.199262,11.47641,6.633658,-2.149106,-1.6694771,4.7596493,5.5092688,normal
-332.82437,191.51022,62.468693,-15.1380415,-7.34898,24.34557,23.813547,4.187117,2.9419332,18.289368,20.926086,5.3507185,-5.233579,1.0340042,9.162347,5.2837815,-2.9679575,-3.1211305,1.9079549,2.1623008,normal
-376.5921,152.11525,69.89604,10.941504,2.5883384,17.72807,21.537329,12.017732,7.89495,14.275295,17.654322,9.752763,-0.47540367,-2.0722916,2.4964051,4.1385894,1.8552955,1.9154495,5.673218,7.145979,normal
-415.29025,172.32042,64.33413,-1.6447068,3.655694,29.111488,25.556805,2.7560337,-4.0229506,8.885949,15.8566475,6.2077394,-2.9462588,1.9363307,10.637984,8.895124,0.9845813,-0.16391657,5.2566104,6.262339,normal
-464.35175,170.84619,63.809853,2.0507379,11.016073,36.327324,30.638538,7.3128605,2.280079,16.110737,20.678297,7.0714254,-4.3573937,0.35752496,9.220323,7.277704,-0.13006645,0.20088348,6.4876666,6.705366,normal
-361.56662,146.92548,68.37638,14.96476,10.852485,25.52084,24.53971,10.200212,4.749691,12.469605,16.62955,7.7421637,-3.4417498,-4.2097907,2.2898135,5.0018544,2.157224,0.98097575,4.123754,6.0521703,normal
-394.20236,183.0531,64.513954,-5.897655,1.084172,27.683437,23.228296,2.561381,2.1123934,18.900124,22.409603,5.8670826,-7.1205163,-2.4489486,6.2465944,3.860608,-3.6945002,-3.680177,2.2166417,3.7488773,normal
-507.4534,262.25156,49.274826,-51.259205,-5.0412936,50.83689,27.981256,-17.990763,-14.336469,15.975727,15.411747,-9.232904,-12.581639,7.072685,13.045864,-2.4047496,-10.585253,-0.20705663,7.421243,-0.028844154,normal
-346.66687,223.20917,86.30577,-6.914285,-15.505265,8.732033,10.166863,-6.3272634,-8.163709,6.6984563,13.275749,3.4287066,-4.743951,0.6971273,8.632552,6.3731236,-0.51709485,-0.3243428,5.295167,6.196741,normal
-492.53683,218.72833,48.926193,-35.58106,-2.0256238,45.360497,30.189882,-10.596293,-13.884493,11.769569,17.872938,-1.4333299,-11.316128,0.11778406,8.602699,0.5638837,-7.2646203,-1.7791837,4.929618,0.17762883,normal
-395.37485,183.63365,59.75425,-13.101129,-1.9363848,31.349236,28.570597,2.3360026,-5.322131,9.507195,17.313795,7.128388,-1.1891799,5.669147,14.110323,8.978062,-2.1396158,-3.5055082,3.6253836,5.8579674,normal
-377.7066,195.63321,60.774933,-17.505629,-5.0562115,29.767504,25.663063,-1.9401149,-8.763348,7.375659,15.031634,4.2118645,-3.83216,3.3515942,11.238011,6.064451,-3.2085536,-2.2097871,5.8447347,8.01533,normal
-418.93372,232.26198,44.504948,-47.819626,-9.434856,43.694973,27.996758,-14.443877,-15.0981,13.917184,19.032717,-3.2788095,-12.252276,4.1760187,16.020119,6.173105,-6.1846905,-3.4809344,3.7536266,1.0100199,normal
-388.91977,178.68028,69.95929,-0.21657401,-1.704963,18.925262,16.755909,0.876646,0.6937369,14.437758,17.155436,3.359021,-6.8488545,-1.6849685,6.3399982,3.7617195,-3.3203254,-2.526834,4.011531,5.178475,normal
-481.40228,211.61964,53.711994,-25.535744,1.922057,39.954376,21.99273,-13.681824,-9.928288,19.089222,24.09892,1.8667766,-9.715925,2.2005854,11.640008,2.9681232,-6.428528,-0.5747727,9.14807,6.8814473,normal
-420.75317,210.38885,51.537632,-31.020348,-3.5651548,39.80803,26.34632,-12.14209,-15.918505,9.555281,18.044516,0.66142815,-9.821009,1.6726825,13.238566,7.5643005,-2.6952348,-1.5872638,4.423303,2.2538462,normal
-324.84656,170.16309,59.283356,-9.631258,-4.551588,24.746944,26.899874,7.70265,0.89994997,12.3120365,18.84633,9.509791,-0.61617553,1.832075,8.910995,7.7166944,0.93679345,-0.4334792,4.1630006,5.7191567,normal
-363.5516,169.39749,62.194065,-6.8754635,-5.816404,20.179377,22.806515,6.2274256,0.70109785,11.033139,16.017164,6.283811,-3.5699568,-1.2016835,5.731624,5.324197,0.28503537,0.40491176,5.212107,5.9806123,normal
-464.79108,182.8159,55.965862,-13.91382,3.5995636,37.94922,28.557251,-4.690041,-12.9339,5.587737,14.62795,1.2632296,-10.5559025,-3.6963708,7.9551144,6.8597116,-1.2158128,-1.6269552,4.140134,4.2905216,normal
-335.92276,171.0869,69.796684,5.333779,5.616297,25.490692,21.031427,0.9382921,-3.9670258,8.417116,14.8657,6.2840285,-2.2222838,0.8961931,7.2828918,5.82547,0.29656833,0.23885697,4.525729,4.9746723,normal
-386.0568,164.27103,62.56125,-2.9171562,-2.0207245,21.828075,22.52756,4.8658376,-0.87138236,10.482925,17.552734,9.752619,0.6925932,2.9530632,9.407659,7.9768147,1.2937993,0.10716799,4.909447,6.5138803,normal
-393.98157,172.76994,53.033504,-13.199024,2.5103657,34.276947,26.408915,-2.1305645,-7.163775,11.257365,19.680166,7.5968127,-2.7706344,2.7540646,10.767187,6.9711814,-1.3342001,-1.0087482,4.9387503,5.141266,normal
-472.2496,191.65614,47.404182,-25.885717,0.8269721,41.950905,31.628248,-2.1591592,-5.446761,17.097776,23.354317,5.0677347,-6.8939047,2.951311,14.501828,10.084798,0.6798052,2.2025218,9.103511,7.5771403,normal
-410.3018,204.75543,54.873337,-25.654102,-3.8033032,35.75505,25.978798,-7.1244183,-11.996039,7.389257,13.154524,-0.90711087,-8.103034,1.7344153,9.81711,4.2106514,-2.6677294,1.1136727,7.8844824,6.3903017,normal
-478.9354,190.44557,62.604908,-11.521395,0.15686199,32.42741,27.731327,2.2055402,-2.058644,14.333485,18.971449,3.7273529,-7.000168,0.6223517,10.51676,6.747161,-1.9558088,-0.44784477,7.4620857,7.8791223,normal
-314.45648,206.19536,60.790573,-21.800098,-5.6730556,33.85568,30.791067,2.5079436,-3.8187244,13.18856,19.9356,6.557366,-4.0123215,1.490229,8.675814,4.3346157,-2.8919535,-0.992495,5.0234413,4.1215067,normal
-391.49857,166.64525,65.69534,2.5864322,5.6528115,29.024572,27.225685,8.102809,2.9555478,14.350452,18.533327,6.3582797,-5.084296,-1.9878546,6.6682944,6.832221,1.0329239,0.6397797,5.9590755,7.2403035,normal
-408.20505,148.76303,67.52864,14.613898,12.4616995,26.61044,22.422405,5.81573,1.3106292,11.126043,15.8209505,6.6776447,-3.1425664,-1.2584087,6.1720104,6.83597,1.285196,-0.76864296,2.9030268,5.0329175,normal
-391.35248,182.5025,69.72983,-3.6772063,-5.0132313,18.701866,19.195728,2.7082229,-0.615844,10.681651,13.502376,1.24046,-7.8393207,-2.142843,6.6344066,5.0091596,-1.684931,-1.179062,5.004803,5.9043164,normal
-340.37152,203.72835,63.87663,-20.118343,-11.673855,22.254326,20.029297,-4.5727124,-8.809955,8.938734,17.073967,5.271916,-5.082317,-0.13399465,7.5386415,4.6568356,-1.8060666,-0.20468211,5.7786775,5.7242384,normal
-461.54904,195.04146,49.46528,-25.386148,1.3893454,42.71335,30.787552,-5.76055,-11.573332,9.535419,15.928653,-0.41271433,-9.581992,1.5735846,11.87764,5.4595995,-4.322332,-1.6419073,5.977053,4.015733,normal
-404.74832,170.63124,65.85932,-0.5166165,1.0390798,24.239695,22.844612,4.2022867,-0.58172864,11.250068,16.354765,5.726084,-4.018874,0.020618368,8.235217,6.889149,-0.42520404,-1.5106275,3.9190216,5.672681,normal
-410.36365,157.88884,69.30278,11.192394,9.146006,25.848606,22.73127,5.4261394,0.41592717,10.733388,15.917263,6.4863486,-3.724367,-1.5899862,6.351499,7.0584373,1.2240031,-0.76191247,3.315962,5.4772,normal
-447.59546,237.75592,62.586662,-28.063505,-0.42278093,42.112217,26.05625,-10.5899515,-9.485591,15.611861,18.00088,-2.0229695,-8.304685,5.7104435,12.028416,0.10203567,-8.8592615,-1.9876157,5.733335,1.0610615,normal
-422.9719,173.39427,57.609856,-9.206862,2.8246534,34.247448,31.00221,6.627358,0.7484277,15.20789,20.768532,7.49378,-4.462533,-1.0661255,6.3176565,4.1341386,-1.8706406,-0.0056100776,6.6926584,7.0318356,normal
-424.54803,192.84457,42.0634,-33.592663,-3.7131917,40.62999,30.416344,-4.525398,-8.844726,12.157472,17.272839,1.0515766,-6.4455686,4.7922487,12.345463,3.3538332,-6.0967674,-1.5923886,6.6895175,4.5379424,normal
-353.8159,234.50726,80.56957,-15.697009,-13.397964,18.00685,14.583615,-8.784947,-9.886191,8.745053,14.034768,0.1798145,-7.4971337,2.0835261,10.980841,5.684142,-2.378264,0.4290675,7.497524,5.879187,normal
-383.06494,158.48451,68.378876,10.050918,9.517471,28.087334,25.929962,8.736387,3.4502876,13.038581,17.06018,6.6361885,-4.054457,-2.2356284,5.5265155,6.8845687,2.5388606,1.4204364,4.599222,5.1152925,normal
-405.2075,169.57578,73.6821,12.005448,10.687389,26.948671,19.663673,-1.4626374,-5.5864525,8.918523,17.259445,8.715193,-1.0722351,1.5869044,8.836794,7.72655,1.1186484,0.26328146,5.3606143,6.6522317,normal
-442.44968,198.8807,68.04614,-7.1629972,2.78045,30.366688,22.171103,-0.5770337,1.789622,21.208214,22.636992,2.4733481,-10.758357,-4.0327816,5.05572,1.8354325,-4.1962767,-0.39530307,7.215523,6.3456097,normal
-441.8525,191.13838,68.69265,-4.624885,3.0846596,32.29644,28.340765,4.19981,-1.0866923,13.684755,18.950394,5.404219,-5.680856,-0.3922772,8.200913,5.3298492,-2.436541,-1.7552855,4.7652082,5.1648755,normal
-429.62222,184.25836,64.50587,-6.9755597,-0.8365149,25.961658,22.336678,2.0321753,1.2602181,17.7832,21.3876,5.188317,-7.084857,-1.2064062,8.458512,5.9519873,-2.1683676,-1.794266,4.9177103,5.742325,normal
-316.83075,163.3777,71.874565,11.015064,8.011982,26.397697,26.374763,10.283642,2.938716,10.138355,15.284493,8.583754,-0.04891203,0.43804634,5.7574496,5.8611684,1.079878,-0.72653896,2.1154943,3.5939746,normal
-418.29883,170.22665,70.39275,5.5386252,4.3225017,24.183222,21.733912,3.622398,-0.89674497,10.763748,16.345482,6.986894,-1.9679344,1.4712446,8.459554,6.7410393,0.32988063,0.43112588,6.1018457,6.8659883,normal
-441.92328,199.58734,61.796608,-13.818199,2.2295723,33.6216,22.126911,-5.9559007,-4.5519023,17.723295,21.738127,3.005577,-8.548299,-0.67975897,7.0901756,1.1241891,-6.102633,-1.6651276,5.899828,3.4380724,normal
-465.68903,211.37912,67.5936,-16.508284,-5.8004694,28.072954,23.582214,-0.6110125,-0.8617158,17.983406,19.937483,0.028770093,-12.01416,-1.9571935,10.439001,7.25725,-1.7178093,-0.65990853,6.0473247,5.063401,normal
-360.3144,170.8139,66.46207,3.9182577,10.490918,34.37097,27.747452,3.2354515,-2.297467,13.179403,20.952147,9.2238865,-3.0870576,0.115761496,9.302023,8.596541,0.41869545,-2.1751263,2.5178611,4.662508,normal
-350.6317,171.9639,59.960896,-7.454547,-0.11530777,27.520897,23.682753,-0.35042623,-6.4552784,9.176587,18.682516,9.638551,-0.8120503,2.1673584,9.89048,8.488589,0.9164324,-1.1618608,3.1366465,5.072681,normal
-408.51968,220.00613,46.645264,-43.82107,-13.931697,35.260166,24.886717,-12.790246,-15.992951,9.301735,16.48054,-1.4094118,-10.570817,1.8145444,11.8417,4.1628575,-5.28717,-0.9157794,7.3569965,4.7626586,normal
-374.23163,149.27733,62.07391,6.971,8.407884,27.264866,24.77391,7.943599,3.94632,14.907777,19.498997,8.710911,-2.7117383,-1.4751358,5.738505,6.188758,0.7495832,-0.89979756,2.659601,3.910118,normal
-368.7916,146.0665,48.930637,-6.0154715,6.3409877,34.959732,33.006645,11.109794,3.005075,11.851803,15.191035,5.807148,-0.5545132,4.8913217,10.343791,5.1508093,-2.7893004,-1.2809119,6.5519714,8.588239,normal
-350.0621,193.83029,54.826496,-21.653208,-4.595326,31.071957,22.425423,-9.549775,-16.136274,2.5642858,11.3244095,0.72224057,-5.873998,3.195548,11.37401,5.5215,-3.4640155,-2.0068483,4.204248,2.9610152,normal
-445.84756,171.38443,64.32766,-1.5528731,3.0357594,27.955618,25.036247,4.3662705,0.23294927,14.407006,20.288828,8.158296,-3.2239397,0.42907327,8.790684,7.502572,0.7774855,0.8739793,6.57714,6.7758827,normal
-392.28024,179.20164,75.14877,7.4939904,5.7208977,25.186659,20.962198,0.71237266,-4.4535346,8.162041,14.666597,5.0658135,-4.5347247,-0.6931692,7.7679286,6.9955683,-0.18832903,-1.7528116,3.3475237,5.540594,normal
-393.6885,182.07074,68.5154,-0.6319096,4.3828073,29.466532,23.972948,-0.6461643,-7.141448,7.5210238,15.746252,6.310807,-2.9792318,1.7258596,10.137599,8.333168,1.0033474,0.6838987,6.426154,7.327274,normal
-418.66507,154.44872,69.090004,14.00094,13.156409,29.053688,24.271326,5.8072305,0.427311,10.3811,14.770445,4.7356133,-5.3144655,-2.7505352,5.173367,5.7765346,0.6473489,-0.073186524,4.3507137,5.1870966,normal
-455.54,191.0629,54.003254,-17.353312,6.2643104,43.51009,31.161983,-3.060587,-6.7576528,15.129738,21.291336,3.8187273,-7.2609253,2.0184925,11.214482,4.329251,-5.4866295,-2.0258443,7.1302714,6.238392,normal
-298.26196,189.27722,61.416374,-13.769194,-3.0941017,29.912012,27.051594,1.3102006,-6.856458,5.4648347,11.2913,2.0860796,-4.8274674,-0.12527129,4.4890223,-0.15272565,-5.5714183,-1.777147,6.492752,8.970747,normal
-412.8002,194.98521,52.54445,-26.22888,-7.1907325,33.06288,28.383879,-1.6779692,-7.32855,12.001998,19.837507,5.820715,-4.8141265,2.4364798,11.22464,6.2566466,-2.5990694,-0.70884717,6.6875405,5.9366984,normal
-385.534,168.80038,74.20988,11.155369,7.9005737,25.818642,22.964773,3.458483,-4.5027046,4.7914944,11.783095,5.583837,-2.2914479,-0.09141386,6.316982,6.0079803,1.107996,1.1177422,5.96522,6.721642,normal
-429.02652,222.71252,61.325207,-26.391857,-4.7430606,35.80684,23.617533,-12.604944,-16.50341,7.3002377,16.040741,1.3305278,-7.7915874,0.95236784,7.9552217,0.49098006,-7.56918,-3.174116,4.597566,3.0648832,normal
-391.42795,193.82924,69.019005,-7.4144745,-4.232395,19.712402,13.885815,-5.4336762,-2.6749399,15.883179,18.307465,0.3744663,-11.559864,-4.2707305,5.763494,2.805694,-5.401047,-5.086262,1.0399283,1.846002,normal
-405.50342,206.43022,52.29601,-30.533295,-7.5059586,35.532547,29.147614,-1.1904398,-2.8171196,19.530233,25.19615,7.377787,-4.0156097,3.7218933,10.303622,1.7944227,-7.5982804,-3.0445538,6.544189,6.0441227,normal
